id,title,ux_smell,url,reasoning
233,Git - The sync-branch button icon does not rotate about its centerpoint,Undescriptive Element,https://github.com/microsoft/vscode/issues/181245,"Sync-branch button rotation not centered, confusing animation."
234,SCM - highlight repositories with uncommitted changes,Overlooked Content,https://github.com/microsoft/vscode/issues/180820,"Uncommitted changes not highlighted, repository status lost."
235,"Explore alternative wording for ""Continue On"" explanations",Undescriptive Element,https://github.com/microsoft/vscode/issues/180106,Text explanation wording could mislead or confuse users.
236,Always show arrow in suggest item,Misleading Link,https://github.com/microsoft/vscode/issues/178012,"Hidden arrow hides hover trigger, preventing discovery."
237,Differentiate breakpoint types more clearly,Misleading Link,https://github.com/microsoft/vscode/issues/177221,"Breakpoint icons too similar, confusing breakpoint types."
238,Workspace Trust - should be made accessible more easily.,Undescriptive Element,https://github.com/microsoft/vscode/issues/174823,"Accessing trust settings requires many steps, non‑intuitive."
239,Provide icon buttons for common source control actions,Overlooked Content,https://github.com/microsoft/vscode/issues/174088,"Common source control actions missing, difficult to find."
240,SCM - add support for horizontal scrolling,Overlooked Content,https://github.com/microsoft/vscode/issues/173019,"Horizontal scrolling is absent, preventing full view of long items."
241,Source control buttons should not shift after calculating errors/problems,Unresponsive Element,https://github.com/microsoft/vscode/issues/172072,"Buttons shift after error calculation, causing misclicks."
242,Provide a list of deduped and nicely named codicons for use in product,,https://github.com/microsoft/vscode/issues/171076,List of codicons is an enhancement request.
243,VSCode does not remember the size of the suggest widget when the size is reset with double click,,https://github.com/microsoft/vscode/issues/170491,"Suggest widget size persistence is a feature, not a UX smell."
244,Group Linked Files in One Tab with Dropdown,,https://github.com/microsoft/vscode/issues/170400,Tab grouping of related files is a feature request.
245,Explore UI density modes,,https://github.com/microsoft/vscode/issues/168671,UI density mode is a feature discussion.
246,Align primary buttons alignment,Undescriptive Element,https://github.com/microsoft/vscode/issues/168471,Primary button alignment inconsistent across contexts.
247,Introduce setting for font size,,https://github.com/microsoft/vscode/issues/167525,Font size setting proposal is a feature change.
248,Git: Source Control annoying unexpected Content Shift,Unresponsive Element,https://github.com/microsoft/vscode/issues/167333,"Content shifts unexpectedly, causing misclicking."
249,Remote loading state for Explorer view,No Processing Page,https://github.com/microsoft/vscode/issues/167294,"Explorer shows empty space during remote load, lacking user feedback."
250,Explore a lightweight notification UI to display confirmation feedback for actions to users,,https://github.com/microsoft/vscode/issues/166891,Lightweight notification UI is a feature idea.
251,Extension pack view makes actual readme content very small when the editor group is small,,https://github.com/microsoft/vscode/issues/166627,Layout shrink of readme text is a visual issue outside the predefined UX‑smell categories.
252,Timeline filename doesn't show when Timeline is moved to the bottom Panel,,https://github.com/microsoft/vscode/issues/166000,"Missing filename when timeline pinned is an informational omission, not covered by the list."
253,Allow more control of the status bar text for a LanguageStatusItem,,https://github.com/microsoft/vscode/issues/165940,"The lack of an API for status‑bar text is a feature gap, not a UX pattern."
254,Walkthrough tile buttons have too much styling variation,,https://github.com/microsoft/vscode/issues/165847,Styling variation of walkthrough icons is a consistency issue not listed.
255,Actions to add paths to include/exclude in search results unclear wording,Misleading Link,https://github.com/microsoft/vscode/issues/163953,"Wording of include/exclude actions is unclear, confusing users about the link’s purpose."
256,Source control svg icons stay dark when the repository row is selected.,Unresponsive Element,https://github.com/microsoft/vscode/issues/163748,"Repository row icon fails to change when selected, giving no visual feedback."
257,Code action widget status bar border does not match editor hovers,,https://github.com/microsoft/vscode/issues/162688,Border mismatch isn’t a listed UX‑smell type.
258,Define and apply guidance for icon toggle states,,https://github.com/microsoft/vscode/issues/162595,"Guidance request concerns documentation, not an UX‑smell."
259,Make tree view more stable,,https://github.com/microsoft/vscode/issues/162428,"Tree view jumpiness is a UI bug, not a listed UX‑smell."
260,Spinning icons are blurry on standard DPI screens,,https://github.com/microsoft/vscode/issues/162382,"Blurry spinning icons are a visual defect, not part of the categories."
261,Terminal hover positioning is unfriendly,Unresponsive Element,https://github.com/microsoft/vscode/issues/162336,Terminal hover ignores mouse X and appears unresponsive to user movement.
262,Code action widget accessibility strangeness,,https://github.com/microsoft/vscode/issues/162126,Focus behavior of code‑action list isn’t a defined UX‑smell.
263,Edit session semantics are not easy to understand,,https://github.com/microsoft/vscode/issues/162117,"Semantics of edit sessions are informational, not a UX‑smell."
264,Hard to tell that Edit Sessions were turned on with two different auth providers,,https://github.com/microsoft/vscode/issues/162025,Difficulty knowing session status is not a listed UX‑smell.
265,Welcome views should use primary + secondary button styles,,https://github.com/microsoft/vscode/issues/158530,"Primary/secondary button style preference is a design choice, not a UX‑smell."
266,Can the inputbox show a red outline for invalid filenames?,No Client Validation,https://github.com/microsoft/vscode/issues/156630,Validation only after submit; no inline error outline during typing.
267,Progressive behavior of the title bar elements,,https://github.com/microsoft/vscode/issues/156377,Progressive element visibility isn’t among the defined smells.
268,Use modal dialog for open repo message,,https://github.com/microsoft/vscode/issues/155470,Changing a dialog type from notification isn’t a UX‑smell per list.
269,Commit split button divider causes loss of selection,,https://github.com/microsoft/vscode/issues/154816,Selection loss on split button divider is irrelevant to the smell list.
270,Commit operation was cancelled notification might not be needed,,https://github.com/microsoft/vscode/issues/153666,Redundant cancel notification isn’t a listed UX‑smell.
271,Git - should origin appear first in the list?,,https://github.com/microsoft/vscode/issues/153542,Repository order preference isn’t a UX‑smell type.
272,Git - Show Banner To Close The File To Continue,,https://github.com/microsoft/vscode/issues/153509,Banner context doesn’t map to a defined UX‑smell.
273,"Git - SCM foldable regions like ""Changes"" should have their actions disabled when they do nothing",Unresponsive Element,https://github.com/microsoft/vscode/issues/153508,Toggle is active but does nothing; missing feedback to user.
274,Reverse the visual logic of text link decorators,Undescriptive Element,https://github.com/microsoft/vscode/issues/153081,"Link styling relies only on color, making its purpose unclear."
275,Inconsistent use of beaks in tooltip and hovers,,https://github.com/microsoft/vscode/issues/153039,Inconsistent beak usage isn’t a listed UX‑smell.
276,A change in VScode makes it confusing for a user to switch the to a different PowerShell environment in the Integrated Terminal.,,https://github.com/microsoft/vscode/issues/152862,Hidden control for PowerShell env is out of scope for the categories.
277,Go To Source Definition UX improvements,,https://github.com/microsoft/vscode/issues/152252,Go To Source UX details aren’t a defined smoke type.
278,margin of context between right and left are different in notebook,,https://github.com/microsoft/vscode/issues/149264,"Context margin difference is a layout nuance, not a listed UX‑smell."
279,Scrolling suggestion docstrings with PgUp/PgDn does not work when only one suggestion,,https://github.com/microsoft/vscode/issues/146787,PgUp/PgDn scrolling issue isn’t on the list.
280,Syncing changes dialog shows wrong icon,Wrong Default Value,https://github.com/microsoft/vscode/issues/146676,Error dialog icon uses warning instead of error; default mis‑specified.
281,Indicate filtered state on Timeline view,Unresponsive Element,https://github.com/microsoft/vscode/issues/145769,"Filtered state not visually shown, so UI doesn’t reflect current state."
282,QuickInput error aligns weirdly,,https://github.com/microsoft/vscode/issues/145672,Alignment oddities don’t match any defined smell.
283,"Toggle all files in ""refactor previews""",,https://github.com/microsoft/vscode/issues/144893,"Preview toggle is a feature request, not a UX‑smell."
284,Align editor find widget with the notebook find widget,,https://github.com/microsoft/vscode/issues/144851,"Editor find widget alignment is an aesthetic, not a listed issue."
285,Dialog asking to copy or add workspace folder could mention target,Undescriptive Element,https://github.com/microsoft/vscode/issues/144148,"Dialog lacks target info, confusing the user's action intent."
286,Refactor preview: not all checkboxes should be tabstops,,https://github.com/microsoft/vscode/issues/143736,"Checkbox tabstop design belongs to accessibility, not listed."
287,Add status bar for parameter hints,,https://github.com/microsoft/vscode/issues/142895,"Parameter hint status bar is a feature, not a UX‑smell."
288,SCM - hard to see the file list visual structure,,https://github.com/microsoft/vscode/issues/141078,File list structure problems don’t fit the categories.
289,Support no value for editorSuggestWidget.selectedIconForeground,,https://github.com/microsoft/vscode/issues/139652,Missing null value for color option isn’t a UX‑smell.
290,Different breakpoint marker for unverified breakpoint before debug session start,Wrong Default Value,https://github.com/microsoft/vscode/issues/135105,Breakpoint icon misleadingly shows registered status before verification.
291,Improve UX when showing raw cell output,,https://github.com/microsoft/vscode/issues/134309,Raw cell output scrolling isn't a listed UX‑smell.
292,Improve Buttons in SVC Conflict Resolution,,https://github.com/microsoft/vscode/issues/133589,Button arrangement adjustments are feature requests.
293,[FR] Filter commands by source improvements,,https://github.com/microsoft/vscode/issues/131351,"Command filtering improvement is a feature, not a smell."
294,Configurable peek window position,,https://github.com/microsoft/vscode/issues/131094,Peek window placement is a configuration feature.
295,Improve discoverability of available/installable output renderers for given mime types,,https://github.com/microsoft/vscode/issues/131031,Discoverability of renderers is a feature enhancement.
296,Controlling vertical space between output elements.,,https://github.com/microsoft/vscode/issues/130287,"Whitespace control is a layout tweak, not a defined smell."
297,Label activity bar icons so we can tell what they are,Undescriptive Element,https://github.com/microsoft/vscode/issues/130051,"Sidebar icons lack labels, making functionality unclear."
298,"Font size for the extra info in suggestion list became smaller and can't be changed, causing problems with some fonts",Wrong Default Value,https://github.com/microsoft/vscode/issues/128461,Suggestion list font size smaller than expected; default not appropriate.
301,More obvious UI for output mimetype selector,Undescriptive Element,https://github.com/microsoft/vscode/issues/126610,"Icon for changing output type is unclear, users don’t know its function."
302,Components that offer to open an editor should specify the `override` that makes most sense,,https://github.com/microsoft/vscode/issues/124498,"Issue concerns correct editor opening logic, not a UX clue."
303,Consider using focus-within for showing actions in scm,,https://github.com/microsoft/vscode/issues/122016,"Refining keyboard‑focus styles is a minor tweak, not a UX defect."
304,"""Reopen folder using..."" should use a more dedicated ux solution, not notifications",Overlooked Content,https://github.com/microsoft/vscode/issues/121805,"Important reopen‑folder UI presented only as notifications, easy to miss."
305,Notebook cell focus feedback should disappear when clicking the empty view content or somewhere else,,https://github.com/microsoft/vscode/issues/121440,"Persistent focus outline only disappears via Escape, but not a classic UX mistake."
306,Update enable/disable setting descriptions,Undescriptive Element,https://github.com/microsoft/vscode/issues/120559,Enable/disable wording in settings is confusing and unclear.
307,Can not select text in markdown cell,,https://github.com/microsoft/vscode/issues/120370,Bug affecting text selection in Markdown preview.
308,Debug: current stopped line should indicate better?,,https://github.com/microsoft/vscode/issues/119492,"Visual clutter from many highlighted lines, not a UX smell per se."
309,Design exploration for improving experience for new users,,https://github.com/microsoft/vscode/issues/115641,"Design exploration, not a confirmed UX flaw."
310,Native Notebooks - Collapsing output from bottom leads to incorrect scroll location,,https://github.com/microsoft/vscode/issues/114866,"Scrolling after collapse is a functional issue, not a UX smell."
311,SCM - option to prefer repo name,Undescriptive Element,https://github.com/microsoft/vscode/issues/113401,Displaying repo name vs branch name can be confusing for users.
312,Render new lines in suggest widget details,,https://github.com/microsoft/vscode/issues/109937,"Line break loss in detail view is a visual defect, not a UX smell."
313,Suggest detail does not shrink to fit content when resized,,https://github.com/microsoft/vscode/issues/109731,"Resize behaviour of detail view – UI glitch, not a fixed smell."
314,Suggest widget: Details view doesn't resize width to fit content,,https://github.com/microsoft/vscode/issues/109477,Width resizing of detail view is a layout bug.
315,Safari/iPadOS: UI affordance for non default cursor style,Undescriptive Element,https://github.com/microsoft/vscode/issues/108832,"Custom cursor style not available on iOS, confusing for users."
316,Option to combine tabs and title bar,Undescriptive Element,https://github.com/microsoft/vscode/issues/107123,Combining tabs and title bar reduces clarity of available controls.
317,Tweak peek inside notebooks,,https://github.com/microsoft/vscode/issues/101513,"Peek UI layout improvements, not an identified UX flaw."
318,Support reparenting views during drag and drop without destroying and recreating them,Unresponsive Element,https://github.com/microsoft/vscode/issues/100147,Missing drag‑cursor feedback confused users during drag‑and‑drop.
319,"Ellipsis in search viewlet shows more UI, not commands",Misleading Link,https://github.com/microsoft/vscode/issues/99892,"Ellipsis reveals more UI than expected, confusing user expectations."
320,Improve rendering of find matches touching each other,,https://github.com/microsoft/vscode/issues/95425,Finding matches bug; not a UX smell.
321,Minor UI inconsistencies: Input theme references,,https://github.com/microsoft/vscode/issues/93024,"Input theme reference inconsistencies, not a UX flaw."
322,Improve parameter hints UX,Undescriptive Element,https://github.com/microsoft/vscode/issues/92174,Parameter hint UI is too wide and confusing.
323,Find/replace icons are not intuitive,Undescriptive Element,https://github.com/microsoft/vscode/issues/91211,Find/replace icons are unintuitive; non‑descriptive.
324,CodeIcon: in documentation hover could get some polish,,https://github.com/microsoft/vscode/issues/89497,"Separation of icon and wording in hover hover, not a UX smell."
325,Rename refactoring context actions work on the entire input,,https://github.com/microsoft/vscode/issues/89414,"Correct action scope, not a UX flaw."
326,Expose a dropdown on the sidebar for extensions,,https://github.com/microsoft/vscode/issues/89243,"Dropdown suggestion is a feature request, not an existing smell."
327,Improve header(h1/h2/h3) styling in hover markdown,,https://github.com/microsoft/vscode/issues/88417,"Header style improvement, not a UX defect."
328,Suggest widget has greyscale rendering,,https://github.com/microsoft/vscode/issues/86184,"Greyscale rendering is a bug, not a UX smear type."
329,"Make `editor.gotoLocation.multiple: ""goto""` state UX more discoverable",Overlooked Content,https://github.com/microsoft/vscode/issues/74585,Goto‑location state indicator is hidden in status bar.
330,Wasted space in the multiline search input,Unmatched Input Size,https://github.com/microsoft/vscode/issues/64328,Multiline search input wastes space and feels oversized.
331,Workspace ... scrollbar area is totally invisible,,https://github.com/microsoft/vscode/issues/43936,"Scrollbar invisibility is a visual issue, not a smell category."
332,Expose git diff functions outside of overflow menu,,https://github.com/microsoft/vscode/issues/43862,Feature request to expose Git diff actions.
333,Support workspace projects / folders under different colors in sidebar and tabs,,https://github.com/microsoft/vscode/issues/31308,Coloring of workspace folders is a visual improvement.
334,Provide Task Runner viewlet,,https://github.com/microsoft/vscode/issues/28235,Task runner viewlet proposal.
335,Marked brackets range on scrollbar,,https://github.com/microsoft/vscode/issues/26604,Marked brackets on scrollbar is a feature suggestion.
336,Drop cursor missing if drop location === current cursor location,Unresponsive Element,https://github.com/microsoft/vscode/issues/25401,No drop cursor when dropping at current location.
337,Editor drag and drop mouse feedback missing,Unresponsive Element,https://github.com/microsoft/vscode/issues/25391,Missing mouse cursor during editor drag‑and‑drop.
338,Problem saving keybindings,,https://github.com/microsoft/vscode/issues/25356,Keybindings save issue is a functional bug.
339,Symbol outline multi-line highlight is visually inconsistent when interleaved with code lens,,https://github.com/microsoft/vscode/issues/23921,Highlight visual inconsistency with code lens is a UI glitch.
340,Feature request: highlight problem indicator with color when problems exist,,https://github.com/microsoft/vscode/issues/22346,Highlighting problem indicators is a suggestion.
341,Outline matching selections instead of highlight,,https://github.com/microsoft/vscode/issues/21898,Outline matching selections request.
342,Option to render proper scrollbar,,https://github.com/microsoft/vscode/issues/15106,Scrollbar visual options are a feature request.
343,Triggering actions.find causes active match to lose its highlight.,,https://github.com/microsoft/vscode/issues/15067,Active match highlight loss is a bug.
344,Mac: Provide a setting to hide the title bar and inline the window controls,,https://github.com/microsoft/vscode/issues/12377,Mac title bar inline setting is a feature request.
345,Offer code mark styles and gutter marks,,https://github.com/microsoft/vscode/issues/9209,Code mark styles and gutter marks suggestion.
346,Show quick open results as preview while navigating through them,,https://github.com/microsoft/vscode/issues/8939,Quick open preview behaviour is a feature request.
347,Add find all button,,https://github.com/microsoft/vscode/pull/7559,Add find all button is a UI improvement.
348,Implement an overflow design for status bar entries,,https://github.com/microsoft/vscode/issues/6651,Status bar overflow design is a feature request.
349,Add setting to automatically hide the side bar,,https://github.com/microsoft/vscode/issues/3742,Auto‑hide side bar setting is a feature request.
